pathways	pvals	adjP	ctype	pathType	universe	coefType	direction
GlcNAc6ST	0.162293895658062	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
β6GlcNAcT	0.47781408561736	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Glucose_Transporter	0.729649717350407	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Epimerase	0.882735829301667	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
β4GalNAcT	0.398946007687297	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
α4GlcNAcT	0.623861688697006	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
GlcNAc_2C_Sulfatase	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Sulfatase	0.623861688697006	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Glycosylation_Enhancer	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Glycosylation_Regulator	0.806112269853036	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
GalNAc4ST	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
GDP-Fuc_Transporter	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
GlcT	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
CS4ST	0.385227930584978	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Kinase	0.835941151414107	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Sialidase	0.385227930584978	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Putative_or_Inactive_Glycogenes	0.47781408561736	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Other_GlcNAcT	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
IdoA_2C_Sulfatase	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
GlcA_IdoA2ST	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Gal6ST	0.149253731343284	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Deacetylase	0.385227930584978	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
GalNAc6ST	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
α1-2_FucosylT	0.0218965054964697	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Decarboxylase	0.149253731343284	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
XylT	0.162293895658062	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
GlcAT3ST	0.149253731343284	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
UDP-Gal_Transporter	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
β3GalNAcT	0.276610957190097	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
α1-6_FucosylT	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Glucuronidase	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
β4GlcAT	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Glucosidase	0.385227930584978	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Uridylyltransferase	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Guanylyltransferase	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
GlcNAc_6C_Sulfatase	0.385227930584978	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Aminotransferase	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Acetylesterase	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Synthase	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
UDP-Xyl_Transporter	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
UDP-GlcNAc_Transporter	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
UDP-Glc_Transporter	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
GDP-Man_Transporter	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Oligosaccharyltransferase	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
CMP-Neu5Ac_Transporter	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
GDP-Man_Synthesis	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Nucleotide_Sugar_Synthesis	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Nucleotide_Sugar	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
donor_synthesis	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Pathway	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
β3GlcNAcT	0.0593770104003369	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
α1-4_FucosylT	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Dehydrogenase	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
α3GalNAcT	0.149253731343284	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
RibitolT	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Endoglycosidase	0.149253731343284	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
NAcetylgalactosaminidase	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Glycosylation_Regulation	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
PAPS_Transporter	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
GalNAc_6C_Sulfatase	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Cytidylyltransferase	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Fucosidase	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Iduronidase	0.149253731343284	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Galactosidase	0.385227930584978	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Dehydratase	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
β2GlcNAcT	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
Phosphatase	1	1	TCGA_LIHC	Functions	glycogene	tumorVnormal	up
NAcetylglucosaminidase	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Glycosidase	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Glycogene	0.937854934763386	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
β3GalT	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
GalT	0.547810969237373	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Glycosyltransferase	0.176213879741155	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Transferase	0.207053550729997	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
SialylT	0.899456780340252	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
α2-8_SialylT	0.446121624911644	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
FucosylT	0.00214167426370302	0.209884077842896	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
α1-3_FucosylT	0.010757867659287	0.351423676870043	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
GlcNAc3ST	0.134670258980502	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Sulfotransferase	0.0223705966865813	0.545583531731717	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Modifying_Enzyme	0.437645319683138	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Acetyltransferase	0.209580838323353	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Other_Transferases	0.76167998351346	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
UDP-GlcA_Transporter	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Transporter	0.582485107600761	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
UDP-GalNAc_Transporter	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
ManT	0.911266618839968	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
α2-6_SialylT	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
GalNAcT	0.248840803777861	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
ppGalNAcT	0.320296118146374	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
α2-3_SialylT	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Gal3ST	0.0334030733713296	0.545583531731717	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
β3GlcAT	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
GlcAT	0.511169058001469	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
β4GlcNAcT	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
GlcNAcT	0.734346024936423	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Mannosidase	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
β4GalT	0.613213993440735	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
GlcNAc6ST	0.0321191994665894	0.545583531731717	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
β6GlcNAcT	0.376177939320282	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Glucose_Transporter	0.218425517780244	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Epimerase	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
β4GalNAcT	0.262021791166065	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
α4GlcNAcT	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
GlcNAc_2C_Sulfatase	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Sulfatase	0.508411898097873	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Glycosylation_Enhancer	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Glycosylation_Regulator	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
GalNAc4ST	0.376177939320282	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
GDP-Fuc_Transporter	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
GlcT	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
CS4ST	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Kinase	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Sialidase	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Putative_or_Inactive_Glycogenes	0.0964031969548327	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Other_GlcNAcT	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
IdoA_2C_Sulfatase	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
GlcA_IdoA2ST	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Gal6ST	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Deacetylase	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
GalNAc6ST	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
α1-2_FucosylT	0.209580838323353	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Decarboxylase	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
XylT	0.446121624911644	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
GlcAT3ST	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
UDP-Gal_Transporter	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
β3GalNAcT	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
α1-6_FucosylT	0.110778443113772	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Glucuronidase	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
β4GlcAT	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Glucosidase	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Uridylyltransferase	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Guanylyltransferase	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
GlcNAc_6C_Sulfatase	0.297669720799365	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Aminotransferase	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Acetylesterase	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Synthase	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
UDP-Xyl_Transporter	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
UDP-GlcNAc_Transporter	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
UDP-Glc_Transporter	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
GDP-Man_Transporter	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Oligosaccharyltransferase	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
CMP-Neu5Ac_Transporter	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
GDP-Man_Synthesis	0.209580838323353	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Nucleotide_Sugar_Synthesis	0.209580838323353	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Nucleotide_Sugar	0.209580838323353	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
donor_synthesis	0.209580838323353	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Pathway	0.376177939320282	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
β3GlcNAcT	0.00466108150604481	0.228392993796196	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
α1-4_FucosylT	0.110778443113772	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Dehydrogenase	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
α3GalNAcT	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
RibitolT	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Endoglycosidase	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
NAcetylgalactosaminidase	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Glycosylation_Regulation	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
PAPS_Transporter	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
GalNAc_6C_Sulfatase	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Cytidylyltransferase	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Fucosidase	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Iduronidase	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Galactosidase	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Dehydratase	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
β2GlcNAcT	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
Phosphatase	1	1	TCGA_LUAD	Functions	glycogene	tumorVnormal	up
NAcetylglucosaminidase	0.975542641340408	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Glycosidase	0.999877842825524	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Glycogene	0.91303153399737	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
β3GalT	0.840971436943336	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
GalT	0.0772422412580734	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Glycosyltransferase	0.156982442679829	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Transferase	0.0922544162165289	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
SialylT	0.999230008149003	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
α2-8_SialylT	0.840971436943336	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
FucosylT	0.010801841507268	0.379425871845343	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
α1-3_FucosylT	0.032021198692242	0.627615494367943	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
GlcNAc3ST	0.131467944305703	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Sulfotransferase	0.203051906843592	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Modifying_Enzyme	0.501929971216744	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Acetyltransferase	0.518826999826479	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Other_Transferases	0.289443971495319	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
UDP-GlcA_Transporter	0.305882352941177	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Transporter	0.57358979597512	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
UDP-GalNAc_Transporter	0.305882352941177	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
ManT	0.994490120617634	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
α2-6_SialylT	1	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
GalNAcT	0.332373008521319	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
ppGalNAcT	0.48873962793558	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
α2-3_SialylT	1	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Gal3ST	0.358472610359842	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
β3GlcAT	0.463680777811906	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
GlcAT	0.000557424850322605	0.0546276353316153	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
β4GlcNAcT	0.769682770745521	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
GlcNAcT	0.993249755734886	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Mannosidase	1	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
β4GalT	0.0116150777095513	0.379425871845343	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
GlcNAc6ST	0.131467944305703	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
β6GlcNAcT	0.769682770745521	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Glucose_Transporter	0.685470525093273	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Epimerase	0.815272776715749	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
β4GalNAcT	0.281973514978979	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
α4GlcNAcT	0.890341498310181	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
GlcNAc_2C_Sulfatase	1	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Sulfatase	0.265342057644561	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Glycosylation_Enhancer	0.463680777811906	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Glycosylation_Regulator	0.365141642831512	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
GalNAc4ST	0.769682770745521	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
GDP-Fuc_Transporter	1	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
GlcT	0.281973514978979	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
CS4ST	0.666880230649101	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Kinase	0.983250414978582	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Sialidase	1	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Putative_or_Inactive_Glycogenes	0.484528105954261	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Other_GlcNAcT	1	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
IdoA_2C_Sulfatase	1	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
GlcA_IdoA2ST	1	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Gal6ST	1	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Deacetylase	1	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
GalNAc6ST	0.518826999826479	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
α1-2_FucosylT	0.518826999826479	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Decarboxylase	1	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
XylT	0.032021198692242	0.627615494367943	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
GlcAT3ST	1	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
UDP-Gal_Transporter	0.305882352941177	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
β3GalNAcT	0.518826999826479	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
α1-6_FucosylT	0.305882352941177	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Glucuronidase	0.666880230649101	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
β4GlcAT	0.518826999826479	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Glucosidase	0.222720538181236	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Uridylyltransferase	1	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Guanylyltransferase	0.518826999826479	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
GlcNAc_6C_Sulfatase	0.222720538181236	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Aminotransferase	0.518826999826479	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Acetylesterase	1	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Synthase	0.769682770745521	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
UDP-Xyl_Transporter	1	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
UDP-GlcNAc_Transporter	1	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
UDP-Glc_Transporter	1	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
GDP-Man_Transporter	1	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Oligosaccharyltransferase	0.518826999826479	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
CMP-Neu5Ac_Transporter	1	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
GDP-Man_Synthesis	0.518826999826479	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Nucleotide_Sugar_Synthesis	0.518826999826479	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Nucleotide_Sugar	0.518826999826479	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
donor_synthesis	0.518826999826479	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Pathway	0.358472610359842	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
β3GlcNAcT	0.08696846600263	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
α1-4_FucosylT	0.305882352941177	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Dehydrogenase	0.305882352941177	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
α3GalNAcT	1	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
RibitolT	1	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Endoglycosidase	1	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
NAcetylgalactosaminidase	1	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Glycosylation_Regulation	0.518826999826479	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
PAPS_Transporter	0.518826999826479	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
GalNAc_6C_Sulfatase	0.305882352941177	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Cytidylyltransferase	0.305882352941177	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Fucosidase	1	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Iduronidase	1	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Galactosidase	1	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Dehydratase	0.305882352941177	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
β2GlcNAcT	1	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
Phosphatase	1	1	TCGA_LUSC	Functions	glycogene	tumorVnormal	up
NAcetylglucosaminidase	1	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
Glycosidase	1	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
Glycogene	0.694966526265984	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
β3GalT	0.365921779660643	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
GalT	0.773228644441813	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
Glycosyltransferase	0.139573215251379	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
Transferase	0.0707573050160137	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
SialylT	1	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
α2-8_SialylT	1	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
FucosylT	0.600859815419	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
α1-3_FucosylT	0.365921779660643	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
GlcNAc3ST	0.115765452758223	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
Sulfotransferase	0.20334028696315	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
Modifying_Enzyme	0.195643398942555	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
Acetyltransferase	0.165877200822236	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
Other_Transferases	0.278560749753727	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
UDP-GlcA_Transporter	1	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
Transporter	1	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
UDP-GalNAc_Transporter	1	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
ManT	0.845405416557447	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
α2-6_SialylT	1	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
GalNAcT	0.274159093985947	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
ppGalNAcT	0.196511097544835	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
α2-3_SialylT	1	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
Gal3ST	1	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
β3GlcAT	1	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
GlcAT	0.141795393600676	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
β4GlcNAcT	1	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
GlcNAcT	0.137953912382738	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
Mannosidase	1	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
β4GalT	1	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
GlcNAc6ST	0.472623530472101	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
β6GlcNAcT	0.305033473734015	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
Glucose_Transporter	1	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
Epimerase	1	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
β4GalNAcT	0.561886531402673	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
α4GlcNAcT	1	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
GlcNAc_2C_Sulfatase	1	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
Sulfatase	1	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
Glycosylation_Enhancer	1	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
Glycosylation_Regulator	1	1	TCGA_PRAD	Functions	glycogene	tumorVnormal	up
